OBJECTID,FID_J26E9A6B5ECFE4F988DA8AC7353,GEOID10,,CT10,Fips1,Fips,City,treecanopy,CTBG10,AreaSqMil,LABEL,FIP10,FIP10RV,CDP_NAME,CITYNAME,Common Name,,Shape__Area,Shape__Length,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_Pv_P,TC_P_P,TC_Pi_P,FID_L7City_Boundary,CITY,AnalysisArea
88,369,60371282201,6037,128220,6037128220,06037128220,Valley Glen,29.27562536,1282201,0.1084,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Valley Glen,369,411300.2148,2760.395563,884615.625,415518.75,3021679.688,562978.125,978496.875,13.75125073,32.38254799,18.63129727,1,IN,0.10840438
89,383,60376510013,6037,651001,6037651001,06037651001,Torrance,13.69230082,6510013,0.192,BG 3,80000,80000,Torrance,Torrance,City of Torrance,383,722209.5469,3664.301683,733035.9375,1238048.438,5353635.938,945464.0625,2183512.5,23.12537595,40.78559927,17.66022332,1,IN,0.00083468
90,416,60371283032,6037,128303,6037128303,06037128303,Van Nuys,15.44766089,1283032,0.1077,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Van Nuys,416,408591.5117,2788.429567,463837.5,173700,3002639.063,967935.9375,1141635.938,5.78491109,38.02108458,32.23617349,1,IN,0.10769413
91,424,60376022002,6037,602200,6037602200,06037602200,Del Aire,12.04988562,6022002,0.0868,BG 2,18352,99037,Del Aire,Unincorporated,LA County - Del Aire,424,327483.5352,2352.016357,291853.125,524067.1875,2422040.625,500132.8125,1024200,21.63742351,42.28665653,20.64923302,1,IN,0.00107943
92,458,60375434003,6037,543400,6037543400,06037543400,Carson,8.46327363,5434003,0.9655,BG 3,11530,11530,Carson,Carson,City of Carson,458,3634731.75,9947.947435,2160576.563,12406415.63,25528851.56,6305582.813,18711998.44,48.5976253,73.29745481,24.69982951,1,IN,0.00186314
93,465,60375435032,6037,543503,6037543503,06037543503,West Carson,10.39939093,5435032,0.4168,BG 2,84144,99037,West Carson,Unincorporated,LA County - West Carson,465,1568042.555,5542.341384,1208221.875,1554173.438,11618198.44,3816239.063,5370412.5,13.37706053,46.22414162,32.84708109,1,IN,0.00459086
94,467,60376031023,6037,603102,6037603102,06037603102,Gardena,22.15783229,6031023,0.1245,BG 3,28168,28168,Gardena,Gardena,City of Gardena,467,469125.957,2860.800439,769429.6875,568279.6875,3472495.313,960778.125,1529057.813,16.36516788,44.03340177,27.66823389,1,IN,5.02E-05
95,472,60376022001,6037,602200,6037602200,06037602200,Del Aire,19.56756081,6022001,0.234,BG 1,18352,99037,Del Aire,Unincorporated,LA County - Del Aire,472,882335.25,4871.12034,1276326.563,1257750,6522665.625,1221328.125,2479078.125,19.28276064,38.00713186,18.72437122,1,IN,2.51E-05
96,474,60376030011,6037,603001,6037603001,06037603001,Gardena,9.4635583,6030011,0.063,BG 1,28168,28168,Gardena,Gardena,City of Gardena,474,237491.4336,2529.083043,166289.0625,182798.4375,1757151.563,696346.875,879145.3125,10.40311157,50.03241219,39.62930062,1,IN,7.00E-08
97,490,60376501011,6037,650101,6037650101,06037650101,Torrance,9.46414835,6501011,0.2465,BG 1,80000,80000,Torrance,Torrance,City of Torrance,490,928487.8281,3856.144599,650531.25,1667700,6873637.5,1875220.313,3542920.313,24.26226288,51.54360137,27.28133848,1,IN,3.20E-05
98,517,60375406002,6037,540600,6037540600,06037540600,Willowbrook,14.27341188,5406002,0.1676,BG 2,85614,99037,Willowbrook,Unincorporated,LA County - Willowbrook,517,632033.582,3297.852456,666604.6875,726876.5625,4670254.688,1283821.875,2010698.438,15.56395981,43.05329307,27.48933326,1,IN,0.00284729
99,527,60371283022,6037,128302,6037128302,06037128302,Van Nuys,19.66906781,1283022,0.0521,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Van Nuys,527,197753.9727,1785.896035,285679.6875,133706.25,1452431.25,347259.375,480965.625,9.20568529,33.11451919,23.90883389,1,IN,0.05211905
100,535,60376501012,6037,650101,6037650101,06037650101,Torrance,11.93091766,6501012,0.1388,BG 2,80000,80000,Torrance,Torrance,City of Torrance,535,522582.6875,3261.777527,461545.3125,866095.3125,3868481.25,812039.0625,1678134.375,22.38851003,43.37966935,20.99115932,1,IN,0.00220436
101,538,60376502004,6037,650200,6037650200,06037650200,Torrance,10.30484131,6502004,0.437,BG 4,80000,80000,Torrance,Torrance,City of Torrance,538,1645390.949,6725.11519,1255542.188,1804978.125,12184003.13,3967621.875,5772600,14.8143275,47.37851707,32.56418957,1,IN,0.00062913
102,544,60371031021,6037,103102,6037103102,06037103102,Sunland,18.70567463,1031021,0.1028,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Sunland,544,390987.5234,3245.874397,536329.6875,531407.8125,2867203.125,805443.75,1336851.563,18.53401344,46.62563147,28.09161803,1,IN,0.10285645
103,548,60371032001,6037,103200,6037103200,06037103200,Lake View Terrace,17.18561445,1032001,1.5913,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Lake View Terrace,548,6051674.66,16815.201,7624167.188,30852689.06,44363657.81,2144629.688,32997318.75,69.54496221,74.37916614,4.83420393,1,IN,1.31296185
104,570,60375435023,6037,543502,6037543502,06037543502,West Carson,9.48143221,5435023,0.1987,BG 3,84144,99037,West Carson,Unincorporated,LA County - West Carson,570,747629.207,3675.499663,525135.9375,1389037.5,5538571.875,1565071.875,2954109.375,25.07934412,53.33702336,28.25767924,1,IN,0.00277588
105,576,60375435011,6037,543501,6037543501,06037543501,Carson,7.53039526,5435011,0.6386,BG 1,11530,11530,Carson,Carson,City of Carson,576,2403791.441,12550.65117,1340718.75,3092189.063,17804095.31,6703818.75,9796007.813,17.36785278,55.02109285,37.65324007,1,IN,0.00270976
106,590,60371032002,6037,103200,6037103200,06037103200,Lake View Terrace,12.67064199,1032002,1.0741,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Lake View Terrace,590,4083729.16,16759.28339,3768314.063,17891676.56,29740514.06,2614064.063,20505740.63,60.15927137,68.94884393,8.78957256,1,IN,1.07417298
107,608,60371061122,6037,106112,6037106112,06037106112,Sylmar,9.1519804,1061122,1.0375,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Sylmar,608,3948072.145,15340.58294,2647237.5,14982271.88,28925296.88,5064089.063,20046360.94,51.79643251,69.30390732,17.5074748,1,IN,1.03761859
108,613,60375435031,6037,543503,6037543503,06037543503,West Carson,9.84784057,5435031,0.2302,BG 1,84144,99037,West Carson,Unincorporated,LA County - West Carson,613,866135.3594,5545.577301,631814.0625,1107140.625,6415762.5,1619226.563,2726367.188,17.25657122,42.49482719,25.23825598,1,IN,0.00019811
109,625,60371094001,6037,109400,6037109400,06037109400,Mission Hills,20.11229141,1094001,0.203,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Mission Hills,625,771647.0352,5179.140443,1137951.563,1243687.5,5657990.625,932948.4375,2176635.938,21.98108096,38.47012273,16.48904177,1,IN,0.20297695
110,657,60376032001,6037,603200,6037603200,06037603200,Gardena,7.94383789,6032001,0.0918,BG 1,28168,28168,Gardena,Gardena,City of Gardena,657,345836.9023,2422.909807,203203.125,370743.75,2557996.875,801731.25,1172475,14.49351849,45.83566976,31.34215127,1,IN,3.17E-05
111,659,60376031011,6037,603101,6037603101,06037603101,Gardena,11.83087631,6031011,0.1141,BG 1,28168,28168,Gardena,Gardena,City of Gardena,659,429839.4141,2738.801811,376256.25,681623.4375,3180290.625,654792.1875,1336415.625,21.43274052,42.02180815,20.58906763,1,IN,7.20E-06
112,660,60376032003,6037,603200,6037603200,06037603200,Gardena,8.9000019,6032003,0.159,BG 3,28168,28168,Gardena,Gardena,City of Gardena,660,598882.3008,4547.808552,394425,849262.5,4431740.625,1365089.063,2214351.563,19.16318151,49.96573017,30.80254866,1,IN,0.00149462
113,661,60376015022,6037,601502,6037601502,06037601502,Lennox,10.70442534,6015022,0.0959,BG 2,41180,99037,Lennox,Unincorporated,LA County - Lennox,661,361837.9688,2778.402667,286242.1875,446104.6875,2674054.688,707175,1153279.688,16.68270621,43.12850043,26.44579422,1,IN,2.80E-07
114,664,60371061141,6037,106114,6037106114,06037106114,Sylmar,16.84067329,1061141,0.2792,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Sylmar,664,1062495.953,5563.849926,1310864.063,1747293.75,7783917.188,1897256.25,3644550,22.44748637,46.82154129,24.37405492,1,IN,0.27919058
115,666,60371066422,6037,106642,6037106642,06037106642,Granada Hills,28.74666915,1066422,0.1838,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Granada Hills,666,699134.6211,3950.98648,1473075,880031.25,5124332.813,1048739.063,1928770.313,17.17357717,37.6394427,20.46586553,1,IN,0.18382779
116,669,60372014011,6037,201401,6037201401,06037201401,El Sereno,18.28997665,2014011,0.1302,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - El Sereno,669,492978.8008,3516.440728,664115.625,665128.125,3631035.938,842512.5,1507640.625,18.31786125,41.52095025,23.20308899,1,IN,0.13023745
117,671,60376007041,6037,600704,6037600704,06037600704,Inglewood,12.62016124,6007041,0.1814,BG 1,36546,36546,Inglewood,Inglewood,City of Inglewood,671,684581.0547,3777.726684,638592.1875,1189926.563,5060095.313,1053225,2243151.563,23.51589227,44.33022352,20.81433125,1,IN,1.83E-06
118,673,60376009121,6037,600912,6037600912,06037600912,Inglewood,15.71292674,6009121,0.1506,BG 1,36546,36546,Inglewood,Inglewood,City of Inglewood,673,568670.8242,3691.052719,659671.875,880270.3125,4198275,942046.875,1822317.188,20.96742859,43.40633206,22.43890348,1,IN,0.00369122
119,674,60376013011,6037,601301,6037601301,06037601301,Inglewood,20.97417759,6013011,0.1024,BG 1,36546,36546,Inglewood,Inglewood,City of Inglewood,674,386832.125,3275.405539,598753.125,688471.875,2854715.625,493129.6875,1181601.563,24.11700377,41.39121782,17.27421405,1,IN,0.00089334
120,675,60376013012,6037,601301,6037601301,06037601301,Inglewood,18.49084419,6013012,0.1348,BG 2,36546,36546,Inglewood,Inglewood,City of Inglewood,675,509016.5313,3553.610501,694954.6875,853115.625,3758371.875,673354.6875,1526470.313,22.69907432,40.61520156,17.91612725,1,IN,0.0001607
121,682,60371094002,6037,109400,6037109400,06037109400,Mission Hills,23.99480311,1094002,0.1409,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Mission Hills,682,535877.5625,3547.015905,942764.0625,778795.3125,3929034.375,828253.125,1607048.438,19.82154489,40.90186759,21.08032269,1,IN,0.14094998
122,710,60371061142,6037,106114,6037106114,06037106114,Sylmar,19.80300604,1061142,0.1125,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Sylmar,710,427894.1953,2942.495832,620873.4375,551882.8125,3135248.438,844045.3125,1395928.125,17.60252253,44.52368458,26.92116205,1,IN,0.11244814
123,712,60376003023,6037,600302,6037600302,06037600302,Athens/Westmont,8.80289908,6003023,0.0821,BG 3,84592,99037,Westmont,Unincorporated,LA County - Athens/Westmont,712,309766.2188,2247.915454,201543.75,583607.8125,2289515.625,454598.4375,1038206.25,25.49044899,45.34610896,19.85565997,1,IN,1.82E-06
124,713,60376200013,6037,620001,6037620001,06037620001,El Segundo,19.34590855,6200013,0.1644,BG 3,22412,22412,El Segundo,El Segundo,City of El Segundo,713,619910.8789,3803.403494,886415.625,1171251.563,4581928.125,690454.6875,1861706.25,25.56241675,40.6315027,15.06908595,1,IN,0.00518429
125,716,60376029001,6037,602900,6037602900,06037602900,Gardena,5.9977474,6029001,0.2383,BG 1,28168,28168,Gardena,Gardena,City of Gardena,716,898340.3164,4811.853374,398390.625,660909.375,6642337.5,2299964.063,2960873.438,9.94995173,44.57577528,34.62582355,1,IN,0.00010983
126,720,60376009123,6037,600912,6037600912,06037600912,Inglewood,21.4297678,6009123,0.0663,BG 3,36546,36546,Inglewood,Inglewood,City of Inglewood,720,250247.0859,2140.177499,395831.25,505237.5,1847109.375,294201.5625,799439.0625,27.352874,43.28054815,15.92767415,1,IN,4.00E-07
127,722,60376007042,6037,600704,6037600704,06037600704,Inglewood,14.40417511,6007042,0.1811,BG 2,36546,36546,Inglewood,Inglewood,City of Inglewood,722,683286.6758,3811.63962,726960.9375,1559868.75,5046876.563,1005679.688,2565548.438,30.90760653,50.83438055,19.92677402,1,IN,0.00024006
128,725,60376002012,6037,600201,6037600201,06037600201,Athens/Westmont,10.43595206,6002012,0.0802,BG 2,84592,99037,Westmont,Unincorporated,LA County - Athens/Westmont,725,302485.6875,3288.230904,233521.875,483707.8125,2237667.188,526317.1875,1010025,21.61661105,45.13740943,23.52079838,1,IN,2.70E-05
129,728,60376001003,6037,600100,6037600100,06037600100,Athens/Westmont,9.79768444,6001003,0.1021,BG 3,84592,99037,Westmont,Unincorporated,LA County - Athens/Westmont,728,385342.8477,2573.45197,278943.75,527090.625,2847037.5,880509.375,1407600,18.51365235,49.44086616,30.92721381,1,IN,7.90E-05
130,730,60376008014,6037,600801,6037600801,06037600801,Inglewood,15.90906887,6008014,0.1041,BG 4,36546,36546,Inglewood,Inglewood,City of Inglewood,730,392865.2813,2610.70127,461362.5,811575,2899996.875,505617.1875,1317192.188,27.98537498,45.4204692,17.43509422,1,IN,0.00197821
131,731,60376013024,6037,601302,6037601302,06037601302,Inglewood,14.4243698,6013024,0.1219,BG 4,36546,36546,Inglewood,Inglewood,City of Inglewood,731,460335.2266,4495.264988,490289.0625,517682.8125,3399032.813,598570.3125,1116253.125,15.23029759,32.84031625,17.61001866,1,IN,0.00039782
132,755,60372941202,6037,294120,6037294120,06037294120,Wilmington,12.55486703,2941202,0.0547,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Wilmington,755,205635.4297,1895.806596,191460.9375,264107.8125,1524993.75,387464.0625,651571.875,17.31861606,42.7261997,25.40758364,1,IN,0.05469517
133,756,60372933021,6037,293302,6037293302,06037293302,Harbor City,13.65554421,2933021,0.2946,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Harbor City,756,1107595.777,5514.961486,1121315.625,1769020.313,8211431.25,1987706.25,3756726.563,21.54338578,45.74996061,24.20657483,1,IN,0.2944903
134,767,60376032002,6037,603200,6037603200,06037603200,Gardena,5.44162256,6032002,0.1875,BG 2,28168,28168,Gardena,Gardena,City of Gardena,767,706211.1992,4112.675926,284554.6875,768712.5,5229225,2169225,2937937.5,14.7003141,56.1830386,41.4827245,1,IN,1.70E-07
135,768,60376031013,6037,603101,6037603101,06037603101,Gardena,11.52095359,6031013,0.1075,BG 3,28168,28168,Gardena,Gardena,City of Gardena,768,405001.1289,2616.980146,345234.375,326109.375,2996578.125,1001868.75,1327978.125,10.88272561,44.31648599,33.43376038,1,IN,7.00E-08
136,770,60376014013,6037,601401,6037601401,06037601401,Inglewood,7.94593014,6014013,0.438,BG 3,36546,36546,Inglewood,Inglewood,City of Inglewood,770,1653013.496,5461.113287,970382.8125,1213270.313,12212325,4418085.938,5631356.25,9.93480203,46.11207325,36.17727122,1,IN,3.30E-06
137,771,60376008021,6037,600802,6037600802,06037600802,Inglewood,17.9963174,6008021,0.5728,BG 1,36546,36546,Inglewood,Inglewood,City of Inglewood,771,2162206.078,7437.382905,2869804.688,8899129.688,15946621.88,1213410.938,10112540.63,55.80573589,63.41493957,7.60920367,1,IN,0.00063426
138,775,60376001001,6037,600100,6037600100,06037600100,Athens/Westmont,9.38748336,6001001,0.1249,BG 1,84592,99037,Westmont,Unincorporated,LA County - Athens/Westmont,775,471479.0938,2923.93906,327164.0625,701409.375,3485109.375,954703.125,1656112.5,20.12589275,47.51967074,27.39377799,1,IN,5.12E-05
139,779,60376004001,6037,600400,6037600400,06037600400,Athens/Westmont,12.62445728,6004001,0.0618,BG 1,84592,99037,Westmont,Unincorporated,LA County - Athens/Westmont,779,233154.832,1935.808367,217532.8125,474918.75,1723106.25,287760.9375,762679.6875,27.56177978,44.26190709,16.70012731,1,IN,1.88E-06
140,781,60376002023,6037,600202,6037600202,06037600202,Athens/Westmont,10.18336669,6002023,0.0809,BG 3,84592,99037,Westmont,Unincorporated,LA County - Athens/Westmont,781,305230.2891,2613.356475,229682.8125,532884.375,2255470.313,533559.375,1066443.75,23.62630854,47.28254431,23.65623578,1,IN,3.83E-06
141,797,60378005063,6037,800506,6037800506,06037800506,Malibu,59.60070055,8005063,1.5217,BG 3,78960,99037,Topanga,Unincorporated,LA County - Malibu,797,5756573.293,12395.66859,25282195.31,13648696.88,42419292.19,664875,14313571.88,32.17568274,33.74307099,1.56738825,1,IN,0.00010186
142,815,60371951003,6037,195100,6037195100,06037195100,Silverlake,34.79011981,1951003,0.1264,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - Silverlake,828,478829.8711,4746.451788,1226235.938,765520.3125,3524667.188,253237.5,1018757.813,21.71893889,28.90365979,7.1847209,1,IN,0.12644118
143,816,60372119101,6037,211910,6037211910,06037211910,Miracle Mile,11.74364483,2119101,0.0184,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Miracle Mile,829,69543.44531,1058.047956,59962.5,32625,510595.3125,121092.1875,153717.1875,6.38960037,30.10548349,23.71588311,1,IN,0.01837887
144,817,60371945002,6037,194500,6037194500,06037194500,Fairfax,24.66653752,1945002,0.1771,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Fairfax,830,670457.5195,4292.9406,1217573.438,606937.5,4936134.375,1055545.313,1662482.813,12.29580587,33.67985323,21.38404736,1,IN,0.1753561
145,818,60371951002,6037,195100,6037195100,06037195100,Silverlake,26.57002991,1951002,0.2854,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Silverlake,831,1080623.836,7473.096999,1176946.875,1139681.25,4429603.125,1077820.313,2217501.563,25.72874404,50.06095354,24.3322095,1,IN,0.28537102
146,819,60372110002,6037,211000,6037211000,06037211000,Hancock Park,36.32721416,2110002,0.1496,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Hancock Park,832,566092.1367,3785.719093,1516064.063,873576.5625,4173356.25,505406.25,1378982.813,20.9322308,33.04253771,12.1103069,1,IN,0.14961883
147,820,60371926201,6037,192620,6037192620,06037192620,East Hollywood,9.39020933,1926201,0.0427,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - East Hollywood,833,161497.3359,1634.487799,111782.8125,76064.0625,1190418.75,332887.5,408951.5625,6.38968955,34.35358881,27.96389926,1,IN,0.04267079
148,821,60371943001,6037,194300,6037194300,06037194300,Hollywood,47.0323662,1943001,0.3271,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Hollywood,834,1238567.113,5844.52164,4289442.188,1650810.938,9120192.188,847237.5,2498048.438,18.10061568,27.39030479,9.28968911,1,IN,0.32710449
149,822,60371927001,6037,192700,6037192700,06037192700,East Hollywood,15.46168143,1927001,0.1252,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - East Hollywood,835,473990.1406,2829.334634,539310.9375,350493.75,3488048.438,1113328.125,1463821.875,10.0484198,41.96678748,31.91836768,1,IN,0.12522678
150,823,60371254011,6037,125401,6037125401,06037125401,North Hollywood,8.95237726,1254011,0.0522,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - North Hollywood,836,197787.1484,1819.001416,130035.9375,76654.6875,1452529.688,437934.375,514589.0625,5.27732329,35.42709433,30.14977104,1,IN,0.05215509
151,824,60371254023,6037,125402,6037125402,06037125402,North Hollywood,16.12895543,1254023,0.0635,BG 3,44000,44000,Los Angeles,Los Angeles,LA City - North Hollywood,837,240830.6875,2651.419461,285707.8125,138079.6875,1771396.875,419878.125,557957.8125,7.79496054,31.49818205,23.7032215,1,IN,0.0635102
152,825,60371271022,6037,127102,6037127102,06037127102,Van Nuys,16.13275207,1271022,0.1255,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Van Nuys,838,476577.4766,2928.520861,564637.5,422170.3125,3499945.313,940907.8125,1363078.125,12.0621974,38.94569781,26.88350041,1,IN,0.12555169
153,826,60371276032,6037,127603,6037127603,06037127603,Van Nuys,22.24812599,1276032,0.0733,BG 2,44000,44000,Los Angeles,Los Angeles,LA City - Van Nuys,839,278388.4688,2136.454952,454935.9375,207604.6875,2044828.125,457565.625,665170.3125,10.15267176,32.52939963,22.37672787,1,IN,0.07335244
154,827,60371276041,6037,127604,6037127604,06037127604,Van Nuys,22.72907314,1276041,0.1681,BG 1,44000,44000,Los Angeles,Los Angeles,LA City - Van Nuys,840,637988.875,3644.922821,1065178.125,557100,4686412.5,1008478.125,1565578.125,11.88755791,33.40675037,21.51919245,1,IN,0.16808922
